Plant_ID,2022_red,2022_yellow,2022_venation,2022_colour,2021_red,2021_yellow,2021_venation,2021_colour,2020_red,2020_yellow,2020_venation,2020_colour,2019_red,2019_yellow,2019_venation,2019_colour,2018_red,2018_yellow,2018_venation,2018_colour,2017_red,2017_yellow,2017_venation,2017_colour,2016_red,2016_yellow,2016_venation,2016_colour,2015_red,2015_yellow,2015_venation,2015_colour
pb0888,,,,,1,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb0893,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb0894,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb0898,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb0900,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb0912,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb0934,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb0952,,,,,1.5,2.5,3.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb0960,,,,,0.5,2.5,,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1000,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1008,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1009,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1014,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1042,,,,,4.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1046,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1047,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1048,,,,,4,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb1053,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1060,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1085,,,,,0.5,3,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1088,,,,,0.5,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1092,,,,,0.5,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1093,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1164,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1166,,,,,1.5,2.5,2,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb1172,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1179,,,,,1.5,2.5,3,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb1188,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1191,,,,,4,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1192,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1195,,,,,3.5,1.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1196,,,,,4.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1253,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1469,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1470,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1512,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1522,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1561,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1569,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1591,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1602,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1606,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1654,,,,,0.5,3,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1656,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1658,,,,,1,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1662,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1664,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1665,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1672,,,,,2,2.5,3.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb1677,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1681,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1682,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1684,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1686,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1687,,,,,0.5,3,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1691,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1692,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1693,,,,,0.5,3,,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1694,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1695,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1697,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1699,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1700,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1705,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1706,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1720,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb1824,,,,,2.5,1,3.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb1826,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1827,,,,,0.5,1.5,2,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb1828,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1829,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1831,,,,,1.5,2.5,2.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb1832,,,,,2,1,3.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb1833,,,,,0.5,1.5,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb1834,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1835,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1835,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1835,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1838,,,,,3,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1839,,,,,0.5,2.5,3.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb1840,,,,,4,1.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1843,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1844,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1846,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1847,,,,,4.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1848,,,,,4,0.5,4,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1850,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1857,,,,,3.5,2,3.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb1860,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1914,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1915,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1941,,,,,3,1,4,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1943,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1945,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1946,,,,,3.5,2,3.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb1947,,,,,3,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1948,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1949,,,,,1,0.5,1,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb1949,,,,,0.5,1,3.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb1951,,,,,0.5,1.5,2.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb1954,,,,,2,1,3.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb1962,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb1965,,,,,1.5,0.5,3.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb2052,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2182,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2190,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2191,,,,,1.5,2.5,3.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2194,,,,,0.5,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2197,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2198,,,,,1.5,2.5,2,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2295,,,,,0.5,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2303,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2307,,,,,4,1.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2311,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2312,,,,,4,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2313,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2316,,,,,2.5,2,4,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2318,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2319,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2320,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2321,,,,,3,1,4,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2327,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2333,,,,,2,1,2.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb2335,,,,,1,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2337,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2340,,,,,4,0.5,1,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2342,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2352,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2360,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2401,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2408,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2410,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2412,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2413,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2414,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2417,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2466,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2524,,,,,2,2.5,1,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2536,,,,,2,1,3.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb2539,,,,,2.5,2,3,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2542,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2543,,,,,4,2.5,1,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb2547,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb2551,,,,,3,1.5,1.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2552,,,,,0.5,2,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2555,,,,,0.5,0.5,1,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb2556,,,,,3,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2557,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2558,,,,,3,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb2559,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2560,,,,,3,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2595,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2750,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2757,,,,,2.5,2,3,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2804,,,,,0.5,2.5,0.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2808,,,,,3,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2820,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2862,,,,,2.5,2.5,1.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2863,,,,,2,2,3.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2864,,,,,3,0.5,2,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2865,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2866,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2867,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2868,,,,,2.5,2.5,3,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2869,,,,,3,1.5,1.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2871,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2872,,,,,2,1,2.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb2873,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2874,,,,,3,1.5,2.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2875,,,,,2,1,3,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb2877,,,,,1,1,2,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb2879,,,,,3.5,2,3.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb2880,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2906,,,,,3.5,2.5,3.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb2907,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2910,,,,,1.5,2.5,2.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2911,,,,,0.5,2.5,3.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2912,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb2914,,,,,1,1,2,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb2916,,,,,2,2.5,2,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb2917,,,,,0.5,1.5,2.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb2919,,,,,2.5,1,4,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb2943,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2944,,,,,3,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2945,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2946,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb2948,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3303,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3304,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3306,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3308,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3311,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3312,,,,,3,0.5,4,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3313,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3316,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3317,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3318,,,,,3,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3320,,,,,2,1,1,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb3343,,,,,3,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3346,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3354,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3355,,,,,1,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3356,,,,,2.5,1.5,3.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb3357,,,,,3,0.5,2.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3363,,,,,0.5,3,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3368,,,,,1.5,3,1,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb3370,,,,,0.5,1,2,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3373,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3378,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3382,,,,,1.5,2.5,3,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb3386,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3388,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3391,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3393,,,,,0.5,2,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3400,,,,,0.5,2,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3403,,,,,0.5,1,2.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3405,,,,,2,2,2.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb3407,,,,,3,1.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3408,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb3410,,,,,3,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3411,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3412,,,,,0.5,1,1,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb3415,,,,,0.5,1,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3417,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3424,,,,,1,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3425,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3426,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3430,,,,,1,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3432,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3434,,,,,0.5,2.5,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3489,,,,,4,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3490,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3497,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3675,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3677,,,,,1,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3824,,,,,0.5,3,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3826,,,,,0.5,2.5,0.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3827,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3828,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3829,,,,,0.5,1,2.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3834,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3836,,,,,2.5,1,1,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb3837,,,,,3,2.5,1.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb3839,,,,,3,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3845,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3850,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3882,,,,,3,1.5,,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3885,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3886,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3887,,,,,3.5,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3888,,,,,2,2.5,3.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb3889,,,,,4,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb3890,,,,,2,2,3.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb3891,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3892,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3893,,,,,3,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb3894,,,,,1.5,0.5,3,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb3896,,,,,0.5,0.5,3,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb3897,,,,,0.5,2,3.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3898,,,,,0.5,2,2.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb3899,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4084,,,,,1.5,1,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4099,,,,,1,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4102,,,,,0.5,2.5,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4104,,,,,0.5,0.5,2.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb4108,,,,,3.5,0.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4113,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4116,,,,,3.5,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4119,,,,,3.5,2,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4144,,,,,0.5,2.5,1,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4169,,,,,4,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4170,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4180,,,,,2,0.5,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4214,,,,,4,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb4285,1.5,1,2.5,WR,2,1,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pb4289,,,,,3.5,1.5,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4290,,,,,0.5,2,3,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4292,,,,,0.5,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4293,,,,,1,2.5,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4294,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4295,,,,,3,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4296,,,,,3,1,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4297,,,,,3.5,2.5,3,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4298,,,,,0.5,3,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4299,,,,,0.5,2,2,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4300,,,,,3.5,1,3,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4301,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4303,,,,,2,2.5,3.5,WO,,,,,,,,,,,,,,,,,,,,,,,,
pb4306,,,,,2.5,1,3.5,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4308,,,,,3,0.5,3.5,FR,,,,,,,,,,,,,,,,,,,,,,,,
pb4310,,,,,0.5,1,1.5,Wh,,,,,,,,,,,,,,,,,,,,,,,,
pb4311,,,,,2.5,1,3,WR,,,,,,,,,,,,,,,,,,,,,,,,
pb4313,,,,,0.5,2.5,1.5,Ye,,,,,,,,,,,,,,,,,,,,,,,,
pb4314,,,,,3,2.5,3.5,FO,,,,,,,,,,,,,,,,,,,,,,,,
pb4315,,,,,2,1,2,WR,,,,,,,,,,,,,,,,,,,,,,,,
