PlantID	Group	Coverage_mean	Coverage_stdev	GT_percentage	MappingQuality	InsertSize_median	Coverage_bin
PB1196	10x2	19.4842	162.7217	35.9	41.9262	197	High
PB1008	10x2	25.3445	309.4169	36	42.1521	190	High
PB1253	10x2	19.7656	269.1718	36.16	41.4098	194	High
PB1682	10x2	17.5059	225.9873	36.02	41.2437	188	High
PB2190	10x2	20.2573	150.8933	35.78	41.7852	191	High
PB1687	10x2	21.1414	179.254	35.87	41.6935	187	High
PB0952	10xNEW	12.1147	143.3756	36.07	41.4272	191	High
PB0960	10xNEW	10.3616	149.1656	36	41.0276	185	High
PB1085	10xNEW	9.6727	125.0647	36.06	41.2286	189	High
PB1088	10xNEW	9.5694	86.418	35.88	41.1194	197	High
PB1092	10xNEW	10.6402	158.1169	36.12	41.0782	189	High
PB1093	10xNEW	11.3666	111.0062	35.97	41.4105	190	High
PB1164	10xNEW	10.8526	92.3066	35.73	41.4133	188	High
PB1166	10xNEW	10.3425	99.2738	35.94	41.2917	189	High
PB1172	10xNEW	6.3294	58.8818	35.8	41.3904	182	High
PB1179	10xNEW	8.854	103.4294	35.92	41.1024	190	High
PA1499	10xNEW	7.6448	93.0818	36.13	40.9936	188	High
PB1654	10xNEW	11.3753	135.8043	36.01	41.2632	189	High
PB1656	10xNEW	10.7443	105.7175	35.81	41.3554	184	High
PB1658	10xNEW	9.8174	97.724	35.83	41.0862	191	High
PB1662	10xNEW	8.792	111.3203	35.98	40.975	187	High
PB1664	10xNEW	13.7482	132.6582	35.83	41.6644	186	High
PB1665	10xNEW	10.3385	138.0729	36.05	41.1795	187	High
PB1672	10xNEW	6.637	80.2562	35.96	40.7855	178	High
PB1677	10xNEW	11.3502	164.2696	36.07	40.9716	187	High
PB1681	10xNEW	8.2595	91.3944	36	41.1262	184	High
PB0875	10xNEW	6.9909	81.473	35.92	40.8277	191	High
PB1684	10xNEW	9.637	118.8867	35.99	41.0929	190	High
PB1686	10xNEW	10.5597	82.6879	35.69	41.5107	191	High
PB1691	10xNEW	8.2388	90.2623	36.04	41.0051	188	High
PB1692	10xNEW	10.1697	100.7307	35.88	41.1763	190	High
PB1693	10xNEW	9.8602	143.0387	36.15	41.0927	188	High
PB1694	10xNEW	8.2236	86.6316	35.89	41.0562	191	High
PB1695	10xNEW	9.8405	86.1546	35.84	41.3839	192	High
PB1697	10xNEW	4.2358	22.8535	35.51	40.9618	191	Low
PB1699	10xNEW	9.4119	75.5723	35.82	41.2736	191	High
PB0876	10xNEW	13.2356	148.1353	36.07	41.3947	189	High
PB1700	10xNEW	10.1609	85.6669	35.85	41.3032	192	High
PB1915	10xNEW	10.6995	152.9083	36.06	41.2254	191	High
PB2182	10xNEW	12.3888	119.6281	35.85	41.6223	189	High
PB2191	10xNEW	11.3928	129.5752	35.96	41.2787	192	High
PB2194	10xNEW	11.3953	194.9534	36.28	40.9482	188	High
PB2197	10xNEW	10.5647	135.4479	36	41.1908	190	High
PB2198	10xNEW	9.2163	50.8308	35.71	41.5252	193	High
PB2295	10xNEW	13.6538	135.8736	35.86	41.5333	188	High
PB2303	10xNEW	12.2343	160.5471	36	41.2714	187	High
PB0883	10xNEW	11.679	116.2659	35.99	41.4708	192	High
PB2307	10xNEW	11.5465	168.4569	36.07	41.2535	185	High
PB2311	10xNEW	11.2543	140.8711	36.02	41.2131	189	High
PB2312	10xNEW	13.0932	94.4161	35.72	41.6752	187	High
PB2313	10xNEW	11.2575	155.1664	36.09	41.12	187	High
PB2316	10xNEW	12.975	139.2412	36	41.5202	190	High
PB2318	10xNEW	10.6519	80.9052	35.79	41.4453	192	High
PB2319	10xNEW	10.1788	92.636	35.81	41.3424	185	High
PB2320	10xNEW	5.7733	57.7661	36.01	40.5175	197	High
PB2342	10xNEW	7.7262	66.29	35.77	41.1782	196	High
PB2352	10xNEW	7.2781	98.9441	36.14	40.7472	190	High
PB0888	10xNEW	13.533	118.4648	35.73	41.6469	188	High
PB2360	10xNEW	11.3626	128.8359	35.87	41.3835	184	High
PB2410	10xNEW	8.9054	99.078	35.99	41.2822	190	High
PB2414	10xNEW	11.8456	137.6868	35.91	41.3002	189	High
PB2417	10xNEW	12.4027	104.1648	35.74	41.5277	188	High
PB3320	10xNEW	14.032	233.4716	36.32	41.0559	191	High
PB3363	10xNEW	7.2562	94.1396	36.03	40.8175	183	High
PB3368	10xNEW	6.0562	61.8372	35.99	40.7383	191	High
PB3370	10xNEW	9.8828	108.1197	35.96	41.1094	189	High
PB3373	10xNEW	9.7116	56.5897	35.7	41.4713	194	High
PB3378	10xNEW	6.4589	47.8925	35.74	41.2565	183	High
PB0893	10xNEW	12.301	70.6878	35.84	41.6227	193	High
PB3382	10xNEW	13.6224	143.2722	35.9	41.5815	189	High
PB3386	10xNEW	12.6472	87.1233	35.71	41.4462	191	High
PB3388	10xNEW	10.0916	108.2611	35.95	41.2233	188	High
PB3391	10xNEW	11.8061	124.4114	35.9	41.4849	189	High
PB3393	10xNEW	9.0474	50.712	35.71	41.6054	190	High
PB3400	10xNEW	9.3565	77.3031	35.79	41.4836	193	High
PB3424	10xNEW	13.9614	181.5156	35.9	41.2441	183	High
PB3425	10xNEW	11.7915	105.7854	35.8	41.5553	194	High
PB3426	10xNEW	11.8848	91.2492	35.74	41.4868	189	High
PB3430	10xNEW	10.9257	109.5303	35.84	41.3413	190	High
PB3432	10xNEW	5.1464	34.7223	35.73	40.9774	183	High
PB3434	10xNEW	5.9796	44.7239	35.82	40.914	205	High
PB3489	10xNEW	13.506	183.8533	36.13	41.2687	185	High
PB3490	10xNEW	11.7483	229.0098	36.3	41.0218	188	High
PB3497	10xNEW	11.7242	132.8804	36.01	41.4249	187	High
PB3675	10xNEW	8.9359	59.8737	35.82	41.6802	199	High
PB3677	10xNEW	12.6781	79.6998	35.73	41.6144	193	High
PB3845	10xNEW	10.9354	87.3095	35.76	41.5369	189	High
PB3850	10xNEW	10.6523	129.1763	35.99	41.2407	189	High
PB4144	10xNEW	11.0011	58.175	35.58	41.8083	190	High
PB0900	10xNEW	11.6255	173.4385	36.11	41.0201	188	High
PB4169	10xNEW	12.6835	114.3437	35.91	41.5084	193	High
PB4170	10xNEW	12.8922	139.2613	36.05	41.4963	191	High
PB4180	10xNEW	11.0842	127.4568	36	41.1229	193	High
PB4214	10xNEW	12.073	82.5181	35.7	41.6043	193	High
PB4593	10xNEW	10.0809	115.6784	36.08	41.2931	186	High
Z1970	10xNEW	7.6503	67.0792	35.83	41.2708	181	High
Z3987	10xNEW	11.5292	88.7976	35.85	41.5465	194	High
PB0912	10xNEW	10.8864	156.5073	36.27	41.0356	188	High
PB0873	10xNEW	6.6042	50.438	36.02	40.8759	200	High
PB0881	10xNEW	9.7532	122.0607	36.17	41.2636	193	High
PB0894	10xNEW	8.0272	84.8363	36.12	41.0101	193	High
PB1000	10xNEW	6.714	77.6389	36.26	40.8594	205	High
PB1009	10xNEW	8.774	69.6345	36.05	41.2271	201	High
PB1014	10xNEW	9.3021	66.3394	36.04	41.2574	202	High
PB1046	10xNEW	10.0439	134.4921	36.27	40.9906	193	High
PB1047	10xNEW	7.4093	75.1415	36.2	40.8637	194	High
PB0810	10xNEW	7.0139	49.8265	36.12	40.8779	196	High
PB1048	10xNEW	8.3492	97.6111	36.2	41.0278	192	High
PB1053	10xNEW	7.8359	86.6423	36.19	40.7952	193	High
PB1060	10xNEW	7.6839	119.5415	36.39	40.5189	198	High
PB1188	10xNEW	7.2095	82.0248	36.2	40.8414	198	High
PB1191	10xNEW	9.4657	119.7492	36.12	41.0134	192	High
PB1192	10xNEW	7.1185	114.6619	36.51	40.5393	199	High
PB1195	10xNEW	3.8976	50.2848	36.41	39.6244	200	Low
PB1469	10xNEW	9.9836	126.2427	36.3	41.2914	197	High
PB0836	10xNEW	9.3375	82.2817	36.09	41.1717	198	High
PB1470	10xNEW	7.7902	78.3862	36.17	40.9772	201	High
PB1512	10xNEW	7.269	87.6244	36.26	40.8919	196	High
PB1522	10xNEW	7.5348	92.8727	36.22	40.8872	192	High
PB1561	10xNEW	8.6247	75.9363	36.16	41.1428	200	High
PB1569	10xNEW	6.9094	72.5419	36.22	40.8158	195	High
PB1591	10xNEW	8.0459	104.3697	36.28	40.9335	198	High
PB1602	10xNEW	7.0442	98.3117	36.26	40.6789	194	High
PB1606	10xNEW	6.3483	67.4233	36.1	40.8488	196	High
PB1705	10xNEW	8.6972	94.1966	36.04	41.0719	194	High
PB1706	10xNEW	7.3407	92.6185	36.32	40.9315	198	High
PB0854	10xNEW	9.1982	75.828	36.15	41.376	201	High
PB1720	10xNEW	7.7756	112.2465	36.34	41.0286	194	High
PB1843	10xNEW	5.9956	101.7001	36.48	40.2732	200	High
PB1844	10xNEW	8.8046	76.3902	36.1	41.2532	199	High
PB1846	10xNEW	8.9049	73.9047	36.04	41.4116	197	High
PB1847	10xNEW	6.8514	67.3558	36.2	40.8927	191	High
PB1848	10xNEW	7.7444	113.9543	36.28	40.6058	198	High
PB1850	10xNEW	5.2478	69.4914	36.29	40.4602	200	High
PB1857	10xNEW	8.3159	74.6561	36.12	41.2306	199	High
PB1860	10xNEW	7.0458	109.9977	36.34	40.7786	196	High
PB1914	10xNEW	7.4255	102.3233	36.29	40.5939	197	High
PB0860	10xNEW	8.6254	63.2544	36.08	41.471	199	High
PB2943	10xNEW	10.3627	93.1534	36.03	41.2092	198	High
PB2944	10xNEW	5.704	73.4528	36.27	40.3374	204	High
PB2945	10xNEW	10.1706	120.9003	36.21	41.003	194	High
PB2946	10xNEW	10.1437	81.7589	36	41.5474	196	High
PB2948	10xNEW	9.6554	99.754	36.26	41.1244	196	High
PB3303	10xNEW	8.356	100.4424	36.27	41.0206	197	High
PB3304	10xNEW	7.2055	57.1051	35.97	41.1443	196	High
PB3306	10xNEW	7.9127	61.7003	36.1	41.1544	201	High
PB3308	10xNEW	7.5922	76.6506	36.17	41.0259	201	High
PB3311	10xNEW	9.6688	144.6803	36.35	40.9864	196	High
PB0861	10xNEW	9.8291	73.6572	36	41.2669	197	High
PB3312	10xNEW	9.3752	91.0255	36.07	41.2978	196	High
PB3313	10xNEW	7.8056	115.7004	36.26	40.8534	197	High
PB3316	10xNEW	7.4502	112.4122	36.32	40.6384	195	High
PB3317	10xNEW	8.2704	116.3736	36.28	40.7929	196	High
PB3318	10xNEW	4.4929	51.3448	36.19	40.2674	209	Low
PB0866	10xNEW	8.7643	116.7309	36.28	40.9037	193	High
PB0868	10xNEW	7.4849	56.0676	36.02	41.2547	198	High
PB0869	10xNEW	5.3559	36.9404	36.14	41.0385	194	High
PB0871	10xNEW	6.6379	58.3852	36.25	40.8442	200	High
PB3403	10x	21.7329	156.5593	35.52	42.9267	196	High
PB4318	10x	21.8062	162.2967	35.51	43.1995	191	High
PB4563	10x	16.8621	113.4702	35.61	42.7859	194	High
PB0174	10x	19.8641	189.3125	35.97	42.4841	208	High
PB0216	10x	14.1973	99.6698	35.65	42.3621	200	High
PB0294	10x	9.7799	108.0644	36.01	41.8558	194	High
PB0349	10x	9.393	103.8537	35.89	41.6851	200	High
PB0403	10x	13.4938	181.4038	36.05	41.9507	197	High
PB0458	10x	11.1091	103.0866	35.82	41.8983	204	High
PB0407	10x	13.0262	102.5209	35.54	42.2087	200	High
PB0768	10x	16.547	224.6273	35.81	42.5919	195	High
PB2333	10x	16.5056	200.2015	35.77	42.7055	195	High
PB0108	2x	2.3458	25.1744	36.4	41.4682	216	Low
PB0109	2x	2.4035	22.717	36.27	41.5236	218	Low
PB0110	2x	2.5485	24.4318	36.34	41.7024	215	Low
PB0111	2x	2.2032	20.1153	36.32	41.6382	213	Low
PB0112	2x	1.2528	13.4094	36.31	40.3787	230	Low
PB0113	2x	1.542	17.1249	36.21	40.8302	216	Low
PB0114	2x	1.1672	11.3043	36.28	40.4056	221	Low
PB0115	2x	1.8592	18.6845	36.2	41.0718	221	Low
PB0116	2x	2.2425	18.062	36.13	41.4475	219	Low
PB0117	2x	1.8254	12.9267	36.05	41.0145	222	Low
PB0099	2x	2.2334	15.1219	36.03	41.3821	226	Low
PB0118	2x	1.6237	13.8253	36.22	40.9778	220	Low
PB0119	2x	1.1803	7.518	36.16	40.3337	224	Low
PB0120	2x	1.9394	18.2557	36.13	41.2616	220	Low
PB0121	2x	1.4742	10.9652	36.11	40.818	219	Low
PB0122	2x	1.5827	12.0045	36.08	40.9573	220	Low
PB0123	2x	1.9856	21.1661	36.33	41.0123	222	Low
PB0124	2x	1.6192	12.3423	36.24	40.7442	226	Low
PB0125	2x	2.0305	22.7028	36.21	41.3426	217	Low
PB0126	2x	1.563	14.0901	36.25	40.554	223	Low
PB0127	2x	1.752	21.0793	36.36	40.8154	223	Low
PB0100	2x	2.1398	20.4141	36.1	41.3259	223	Low
PB0128	2x	1.8283	19.8874	36.28	40.8605	221	Low
PB0129	2x	2.4845	26.4808	36.22	41.6073	220	Low
PB0130	2x	1.4286	14.0487	36.25	40.6096	225	Low
PB0131	2x	2.4306	23.2869	36.2	41.806	219	Low
PB0132	2x	2.1456	24.9604	36.31	41.4972	219	Low
PB0133	2x	3.5468	31.7116	36.29	42.2407	217	Low
PB0134	2x	2.4075	22.4795	36.2	41.8612	216	Low
PB0135	2x	1.7577	14.1136	36.28	40.8741	221	Low
PB0136	2x	2.0474	23.777	36.33	41.3987	218	Low
PB0137	2x	1.2221	12.4287	36.26	40.7973	217	Low
PB0101	2x	1.9846	16.6158	36.16	41.3387	224	Low
PB0138	2x	1.6839	12.8484	36.08	41.2594	222	Low
PB0139	2x	1.9407	22.1086	36.19	41.2675	222	Low
PB0140	2x	2.3532	39.1563	36.49	41.3584	218	Low
PB0141	2x	2.127	19.5425	36.22	41.4238	218	Low
PB0143	2x	1.9374	26.6892	36.51	40.8821	223	Low
PB0144	2x	1.7409	28.0085	36.41	40.6501	216	Low
PB0145	2x	1.4782	16.7954	36.25	40.6549	221	Low
PB0146	2x	1.4428	14.9856	36.32	40.6963	224	Low
PB0147	2x	1.1945	12.919	36.35	40.2097	227	Low
PB0148	2x	1.7907	17.9338	36.26	41.213	228	Low
PB0102	2x	1.5318	17.2042	36.24	40.7436	218	Low
PB0149	2x	1.9542	14.7125	36.08	41.1278	225	Low
PB0150	2x	2.2091	19.8868	36.17	41.6619	221	Low
PB0151	2x	1.4733	14.5666	36.23	40.8763	225	Low
PB0152	2x	1.6824	11.6166	36.1	41.258	223	Low
PB0153	2x	1.4149	13.7608	36.17	40.6492	224	Low
PB0154	2x	2.9574	36.3736	36.42	42.2206	222	Low
PB0155	2x	1.3651	13.1944	36.16	40.9388	225	Low
PB0156	2x	1.9319	18.6114	36.36	41.0787	225	Low
PB0157	2x	2.0858	19.4103	36.11	41.6389	219	Low
PB0158	2x	1.9769	13.6125	35.98	41.2366	222	Low
PB0103	2x	1.3053	22.3817	36.45	40.419	223	Low
PB0159	2x	1.3044	14.3358	36.29	40.414	226	Low
PB0160	2x	1.531	17.0964	36.24	40.8898	223	Low
PB0161	2x	1.4627	16.9326	36.29	40.7614	225	Low
PB0162	2x	1.3014	13.9718	36.26	40.7442	224	Low
PB0163	2x	1.4235	14.002	36.18	40.747	227	Low
PB0164	2x	3.4057	58.3367	36.71	42.0436	224	Low
PB0165	2x	1.8234	15.0906	36.2	40.8955	224	Low
PB0166	2x	2.0352	25.1934	36.37	41.0525	225	Low
PB0168	2x	2.3591	25.0134	36.31	41.6259	220	Low
PB0169	2x	2.0071	18.3399	36.26	41.237	225	Low
PB0104	2x	1.922	25.2197	36.21	41.1917	223	Low
PB0170	2x	1.7377	15.2348	36.15	41.0242	225	Low
PB0171	2x	1.1653	10.8487	36.39	40.2573	230	Low
PB0172	2x	1.2587	12.0141	36.33	40.4895	230	Low
PB0173	2x	2.0784	15.4757	36.08	41.2639	228	Low
PB0175	2x	2.1322	24.8284	36.45	41.3346	221	Low
PB0176	2x	1.6797	20.2484	36.29	40.7628	224	Low
PB0177	2x	1.5149	9.9698	36.2	40.6267	229	Low
PB0178	2x	1.2224	11.708	36.16	40.4822	225	Low
PB0179	2x	1.1903	7.1316	36.03	40.3006	231	Low
PB0180	2x	1.3544	15.1473	36.38	40.3629	227	Low
PB0105	2x	1.4588	20.1463	36.29	40.6879	222	Low
PB0181	2x	1.5644	15.6144	36.37	40.8926	229	Low
PB0182	2x	1.5691	11.1007	36.13	40.9032	231	Low
PB0183	2x	1.5635	15.87	36.29	40.932	228	Low
PB0184	2x	1.8731	22.3673	36.25	41.3533	221	Low
PB0185	2x	1.9219	16.2413	36.16	41.168	223	Low
PB0186	2x	1.7254	13.3088	36.14	41.1104	225	Low
PB0187	2x	1.5407	16.2222	36.15	40.8445	222	Low
PB0188	2x	1.1088	11.9262	36.29	40.1502	229	Low
PB0189	2x	2.0078	16.1956	36.12	41.473	228	Low
PB0190	2x	1.6355	15.3569	36.18	40.7895	227	Low
PB0106	2x	1.2232	19.1138	36.36	40.4327	220	Low
PB0191	2x	1.7715	14.9193	36.04	41.1686	222	Low
PB0192	2x	1.7283	15.1746	36.26	41.1807	224	Low
PB0193	2x	1.5894	18.9994	36.45	40.8152	225	Low
PB0194	2x	1.3361	10.4451	36.13	40.6147	228	Low
PB0195	2x	1.4192	14.7571	36.36	40.8557	228	Low
PB0196	2x	0.8822	8.4724	36.33	39.9598	235	Low
PB0107	2x	2.0175	12.2575	36.09	41.5061	225	Low
PB0010	2x	3.1522	27.9378	35.94	42.4864	197	Low
PB0011	2x	2.7448	23.6954	35.76	42.4602	200	Low
PB0012	2x	2.5159	23.1872	35.87	42.129	198	Low
PB0013	2x	2.9811	24.4888	36.33	42.5809	202	Low
PB0014	2x	1.584	10.2061	35.78	41.9669	214	Low
PB0015	2x	1.594	10.5427	35.63	41.951	197	Low
PB0016	2x	1.2356	10.7458	35.79	41.1335	199	Low
PB0017	2x	3.7913	33.2675	36.33	42.5407	204	Low
PB0018	2x	2.1678	20.2926	35.93	41.9652	196	Low
PB0019	2x	2.1438	22.4246	35.85	42.0545	196	Low
PB0001	2x	3.4747	35.3944	36.32	42.5366	205	Low
PB0020	2x	2.401	22.3782	35.81	42.2342	194	Low
PB0021	2x	2.3709	17.1491	36.39	42.3281	211	Low
PB0022	2x	2.3763	20.5439	36.03	42.1827	200	Low
PB0023	2x	1.575	14.2929	35.72	41.8155	198	Low
PB0024	2x	1.379	14.47	35.91	41.3995	201	Low
PB0025	2x	4.4096	40.7838	36.4	42.5207	206	Low
PB0026	2x	1.9109	17.2329	36.17	41.7267	200	Low
PB0027	2x	2.5888	17.9005	35.73	42.3989	198	Low
PB0028	2x	2.1323	18.1249	35.75	41.8723	197	Low
PB0029	2x	2.5964	22.943	36.31	42.3197	207	Low
PB0002	2x	2.5553	28.4583	36.09	42.1119	201	Low
PB0030	2x	2.0719	18.3898	36.03	41.9247	202	Low
PB0031	2x	1.9973	21.5444	35.77	41.9711	197	Low
PB0032	2x	1.7772	17.5741	35.87	41.7793	201	Low
PB0033	2x	4.3534	35.1433	36.15	42.6965	203	Low
PB0034	2x	2.9969	18.4941	35.82	42.5733	195	Low
PB0035	2x	2.0825	24.6408	35.88	42.0149	194	Low
PB0036	2x	2.6126	33.7334	36.13	42.084	194	Low
PB0037	2x	3.1366	36.4727	36.28	42.3625	208	Low
PB0038	2x	3.278	31.5179	35.99	42.5585	199	Low
PB0039	2x	2.3546	34.4791	35.9	42.012	196	Low
PB0003	2x	2.2611	21.2016	35.76	42.0734	201	Low
PB0040	2x	1.7628	12.43	35.61	41.8855	201	Low
PB0041	2x	3.8077	43.9605	36.4	42.4463	206	Low
PB0042	2x	3.5286	34.3791	36.05	42.4907	202	Low
PB0043	2x	2.8375	18.2332	35.64	42.5117	200	Low
PB0044	2x	2.6937	17.733	35.68	42.4157	203	Low
PB0045	2x	2.8746	24.1032	36.19	42.5354	204	Low
PB0046	2x	2.3457	28.4178	36.2	42.0314	201	Low
PB0047	2x	1.6083	12.4801	35.76	41.9031	200	Low
PB0048	2x	1.5259	10.6635	35.77	41.8664	205	Low
PB0049	2x	2.5439	18.7167	36.34	42.2158	209	Low
PB0004	2x	2.3844	15.3558	35.54	42.2022	198	Low
PB0051	2x	2.2796	21.123	35.91	42.177	202	Low
PB0052	2x	2.0753	23.6782	35.81	41.9661	197	Low
PB0053	2x	1.7368	14.2036	35.84	41.7822	202	Low
PB0054	2x	2.5826	24.3254	36.38	42.51	206	Low
PB0055	2x	1.1981	15.8773	36.11	41.0335	202	Low
PB0056	2x	1.4036	20.8553	36.03	41.2906	195	Low
PB0057	2x	1.4551	15.5375	35.84	41.4925	200	Low
PB0058	2x	2.6823	32.7698	36.45	42.3561	211	Low
PB0060	2x	2.6805	19.658	35.96	42.453	201	Low
PB0061	2x	2.0529	21.1233	35.82	41.9942	200	Low
PB0005	2x	2.3098	24.0628	36.33	42.0507	206	Low
PB0062	2x	1.7165	20.6245	35.83	41.7707	201	Low
PB0063	2x	2.4196	20.3463	36.38	42.3569	210	Low
PB0064	2x	1.9046	17.9526	36.04	42.0083	206	Low
PB0065	2x	1.3855	16.4819	35.89	41.4444	201	Low
PB0066	2x	1.1665	13.807	35.94	41.2371	203	Low
PB0067	2x	3.9576	40.5471	36.42	42.4317	208	Low
PB0068	2x	4.0531	29.0836	35.92	42.6419	207	Low
PB0069	2x	2.8193	24.5781	35.76	42.3259	201	Low
PB0070	2x	2.6293	37.0194	36.06	42.0959	197	Low
PB0071	2x	3.7059	32.3761	36.29	42.6673	210	Low
PB0006	2x	1.6841	13.0555	35.99	41.8192	202	Low
PB0072	2x	1.9626	16.18	35.93	42.1088	203	Low
PB0073	2x	1.4244	13.9766	36.01	41.4182	203	Low
PB0074	2x	1.6814	16.6016	35.87	41.8684	208	Low
PB0075	2x	2.4325	25.4138	36.3	42.0721	213	Low
PB0076	2x	2.2223	21.6569	36	41.94	208	Low
PB0077	2x	2.5019	22.7374	35.74	42.1376	197	Low
PB0078	2x	1.7304	10.5333	35.61	41.6427	203	Low
PB0079	2x	2.187	26.1558	36.6	42.2161	211	Low
PB0080	2x	1.6951	14.6187	35.96	41.769	201	Low
PB0081	2x	0.8901	9.0233	35.89	40.5409	205	Low
PB0007	2x	1.4504	16.0207	35.82	41.2357	201	Low
PB0082	2x	1.0784	12.7894	35.95	40.9558	205	Low
PB0083	2x	2.039	23.9068	36.32	41.9456	214	Low
PB0084	2x	3.3093	19.8851	35.84	42.5276	214	Low
PB0085	2x	1.4324	14.8219	35.76	41.3161	201	Low
PB0086	2x	2.2703	14.7015	35.73	42.1904	201	Low
PB0087	2x	4.0766	43.6157	36.39	42.436	209	Low
PB0088	2x	2.2111	19.1343	35.96	42.1777	204	Low
PB0089	2x	1.4855	14.8175	35.91	41.5679	200	Low
PB0090	2x	1.191	8.9442	35.78	41.2579	209	Low
PB0091	2x	2.4842	23.7267	36.34	42.393	213	Low
PB0008	2x	1.9663	21.3522	35.8	42.0371	198	Low
PB0092	2x	1.9934	21.8926	36.01	41.714	206	Low
PB0093	2x	1.768	17.0757	35.81	41.5187	201	Low
PB0094	2x	1.9787	16.3483	35.7	41.9594	200	Low
PB0095	2x	2.4514	20.6725	36.19	42.3881	211	Low
PB0096	2x	1.9395	16.4491	35.96	42.0123	205	Low
PB0097	2x	1.6426	12.5575	35.7	41.8155	204	Low
PB0098	2x	0.7967	6.5106	35.85	40.4945	208	Low
PB0009	2x	2.8755	29.1062	36.43	42.3734	210	Low
PB0206	2x	2.5371	29.5857	35.99	42.2886	197	Low
PB0207	2x	1.9652	15.4729	35.93	42.0396	204	Low
PB0209	2x	1.9182	22.649	36.15	41.9938	204	Low
PB0210	2x	1.7103	26.9826	36.38	41.8271	200	Low
PB0211	2x	1.2095	12.3482	36	41.2589	215	Low
PB0213	2x	1.5536	15.6628	35.99	41.72	201	Low
PB0214	2x	1.1209	11.9308	36.15	41.3968	208	Low
PB0215	2x	2.4896	27.8924	36.06	42.1133	202	Low
PB0217	2x	2.4256	23.8008	35.91	42.2352	202	Low
PB0218	2x	2.7245	29.3468	36.01	42.365	199	Low
PB0197	2x	3.3794	33.9845	36.11	42.5689	203	Low
PB0219	2x	2.0528	24.3902	36.22	42.199	205	Low
PB0220	2x	2.0681	22.3031	36.1	42.1116	202	Low
PB0221	2x	1.3559	11.8113	35.93	41.4576	201	Low
PB0222	2x	1.5985	14.7411	35.93	41.8308	205	Low
PB0223	2x	2.3676	22.7097	36.07	42.2986	203	Low
PB0224	2x	3.2949	22.1805	35.93	42.5355	204	Low
PB0225	2x	2.469	18.6361	35.91	42.3615	200	Low
PB0226	2x	1.8993	16.1238	36.04	41.8724	205	Low
PB0227	2x	2.095	22.6195	36.15	41.9874	204	Low
PB0228	2x	1.6599	17.4258	35.96	41.4696	200	Low
PB0198	2x	2.5154	36.6755	36.12	42.063	203	Low
PB0229	2x	1.7496	16.1679	35.98	42.0811	202	Low
PB0230	2x	1.4602	17.5997	36.16	41.633	203	Low
PB0231	2x	2.4911	29.0751	36.14	42.204	200	Low
PB0232	2x	2.8542	30.4108	35.84	42.2744	200	Low
PB0233	2x	2.4287	26.2015	35.97	42.1597	201	Low
PB0234	2x	2.4683	28.3881	35.98	42.1414	200	Low
PB0235	2x	2.1112	20.8755	36.22	42.0723	203	Low
PB0236	2x	1.9628	19.3476	35.98	41.8816	197	Low
PB0237	2x	1.6345	15.8923	35.89	41.9542	195	Low
PB0238	2x	1.933	15.5211	36.03	42.2291	204	Low
PB0199	2x	2.3624	24.6839	36.07	42.1033	206	Low
PB0239	2x	1.7881	28.222	36.29	41.7333	202	Low
PB0240	2x	1.8273	15.0889	35.87	41.8714	199	Low
PB0241	2x	2.211	24.8583	35.99	41.8121	199	Low
PB0242	2x	1.9589	18.776	35.92	42.0002	202	Low
PB0243	2x	1.7023	24.0461	36.32	41.907	200	Low
PB0244	2x	1.8393	20.2735	35.92	41.7144	195	Low
PB0245	2x	1.8575	14.8561	35.97	41.8854	203	Low
PB0246	2x	1.3978	9.6359	36.07	41.9017	206	Low
PB0247	2x	1.6898	14.649	35.98	41.982	201	Low
PB0248	2x	2.4329	26.7519	35.96	42.2495	198	Low
PB0200	2x	2.2858	22.1162	35.99	42.2735	203	Low
PB0249	2x	2.1745	21.5284	35.97	42.1844	195	Low
PB0250	2x	2.0595	20.6395	36.12	42.0265	199	Low
PB0251	2x	1.6521	13.762	36.09	42.1533	200	Low
PB0252	2x	1.7289	25.5701	36.15	41.7507	197	Low
PB0253	2x	1.8734	18.1781	35.92	42.0116	195	Low
PB0254	2x	1.8002	21.8931	36.1	42.2923	199	Low
PB0256	2x	1.9633	18.9236	36.18	42.3277	202	Low
PB0257	2x	2.0603	21.3376	36.01	42.0919	192	Low
PB0258	2x	2.1237	18.8691	36.02	42.066	194	Low
PB0259	2x	1.6548	15.8745	36.05	41.8516	200	Low
PB0201	2x	1.5541	17.0024	36.2	41.8162	212	Low
PB0260	2x	1.9006	10.8845	35.92	42.2647	199	Low
PB0261	2x	1.7379	21.7718	36.11	41.8539	198	Low
PB0262	2x	1.528	15.3234	36.04	41.8325	198	Low
PB0263	2x	1.5962	16.8943	36.06	41.9959	203	Low
PB0264	2x	2.8708	30.9212	36.22	42.4	200	Low
PB0265	2x	2.4269	31.1295	36.12	42.1266	199	Low
PB0266	2x	2.403	23.4468	36.04	42.2617	200	Low
PB0267	2x	2.7638	16.6732	35.99	42.5812	198	Low
PB0268	2x	2.2831	24.6205	36.29	42.2978	201	Low
PB0269	2x	2.1075	19.1081	35.96	42.3712	200	Low
PB0202	2x	1.8714	21.2072	35.95	41.8478	204	Low
PB0270	2x	1.2606	11.864	36.07	41.3998	201	Low
PB0271	2x	1.3372	11.622	36.16	41.7093	204	Low
PB0272	2x	1.6089	16.7784	36.22	41.7777	202	Low
